id,category,difficulty,question,option_a,option_b,option_c,option_d,correct_option,explanation,image
281,"Geografi","sedang","Pulau terbesar di Indonesia adalah apa?","Kalimantan","Jawa","Bali","Madura","A","Kalimantan adalah pulau terbesar yang wilayahnya sebagian berada di Indonesia.",""
282,"Geografi","sedang","Pulau dengan penduduk terbanyak di Indonesia adalah apa?","Jawa","Sumatra","Kalimantan","Sulawesi","A","Pulau Jawa merupakan pulau dengan penduduk terbanyak di Indonesia.",""
283,"Geografi","sedang","Selat yang memisahkan Pulau Jawa dan Sumatra adalah apa?","Selat Sunda","Selat Bali","Selat Malaka","Selat Makassar","A","Selat Sunda memisahkan Pulau Jawa dan Sumatra.",""
284,"Geografi","sedang","Selat yang memisahkan Pulau Jawa dan Bali adalah apa?","Selat Bali","Selat Sunda","Selat Lombok","Selat Makassar","A","Selat Bali memisahkan Pulau Jawa dan Pulau Bali.",""
285,"Geografi","sedang","Selat yang memisahkan Sumatra dan Semenanjung Malaya adalah apa?","Selat Malaka","Selat Sunda","Selat Bali","Selat Lombok","A","Selat Malaka berada di antara Sumatra dan Semenanjung Malaya.",""
286,"Geografi","sedang","Danau terbesar di Indonesia adalah apa?","Danau Toba","Danau Sentani","Danau Maninjau","Danau Singkarak","A","Danau Toba di Sumatera Utara dikenal sebagai danau terbesar di Indonesia.",""
287,"Geografi","sedang","Gunung tertinggi di Pulau Jawa adalah apa?","Semeru","Merapi","Merbabu","Slamet","A","Gunung Semeru adalah gunung tertinggi di Pulau Jawa.",""
288,"Geografi","sedang","Gunung aktif terkenal di Yogyakarta dan Jawa Tengah adalah apa?","Merapi","Semeru","Rinjani","Kerinci","A","Gunung Merapi berada di wilayah Yogyakarta dan Jawa Tengah.",""
289,"Geografi","sedang","Gunung tertinggi di Pulau Lombok adalah apa?","Rinjani","Agung","Batur","Tambora","A","Gunung Rinjani adalah gunung tertinggi di Pulau Lombok.",""
290,"Geografi","sedang","Gunung tertinggi di Sumatra adalah apa?","Kerinci","Sibayak","Marapi","Dempo","A","Gunung Kerinci adalah gunung tertinggi di Sumatra.",""
291,"Geografi","sulit","Sungai terpanjang di Indonesia adalah apa?","Kapuas","Musi","Mahakam","Bengawan Solo","A","Sungai Kapuas di Kalimantan Barat dikenal sebagai sungai terpanjang di Indonesia.",""
292,"Geografi","sulit","Sungai terkenal yang membelah Kota Palembang adalah apa?","Musi","Kapuas","Ciliwung","Brantas","A","Sungai Musi mengalir melalui Kota Palembang.",""
293,"Geografi","sulit","Sungai yang terkenal mengalir di Jakarta adalah apa?","Ciliwung","Musi","Kapuas","Mahakam","A","Sungai Ciliwung mengalir melalui wilayah Jakarta.",""
294,"Geografi","sulit","Wilayah Indonesia berada di antara dua benua, yaitu apa?","Asia dan Australia","Eropa dan Afrika","Amerika dan Eropa","Asia dan Amerika","A","Indonesia terletak di antara Benua Asia dan Benua Australia.",""
295,"Geografi","sulit","Indonesia berada di antara dua samudra, yaitu apa?","Hindia dan Pasifik","Atlantik dan Arktik","Hindia dan Atlantik","Pasifik dan Arktik","A","Indonesia berada di antara Samudra Hindia dan Samudra Pasifik.",""
296,"Geografi","sulit","Garis bujur 0 derajat melewati kota apa?","Greenwich","Paris","Tokyo","Kairo","A","Meridian utama 0 derajat melewati Greenwich di Inggris.",""
297,"Geografi","sulit","Benua tempat Mesir berada adalah apa?","Afrika","Asia","Eropa","Australia","A","Mesir terletak di wilayah Afrika bagian timur laut.",""
298,"Geografi","sulit","Gurun terbesar di dunia yang berupa gurun panas adalah apa?","Sahara","Gobi","Kalahari","Atacama","A","Sahara dikenal sebagai gurun panas terbesar di dunia.",""
299,"Geografi","sulit","Negara dengan wilayah terluas di dunia adalah apa?","Rusia","Kanada","China","Amerika Serikat","A","Rusia adalah negara dengan wilayah terluas di dunia.",""
300,"Geografi","sulit","Negara kepulauan terbesar di dunia adalah apa?","Indonesia","Jepang","Filipina","Selandia Baru","A","Indonesia dikenal sebagai negara kepulauan terbesar di dunia.",""
301,"Sejarah","mudah","Proklamasi Kemerdekaan Indonesia dibacakan pada tanggal berapa?","17 Agustus 1945","1 Juni 1945","10 November 1945","28 Oktober 1928","A","Proklamasi Kemerdekaan Indonesia dibacakan pada 17 Agustus 1945.",""
302,"Sejarah","mudah","Tokoh yang membacakan Proklamasi Kemerdekaan Indonesia adalah siapa?","Soekarno","Mohammad Hatta","Soedirman","Ki Hajar Dewantara","A","Proklamasi dibacakan oleh Soekarno didampingi Mohammad Hatta.",""
303,"Sejarah","mudah","Naskah Proklamasi diketik oleh siapa?","Sayuti Melik","Sutan Sjahrir","Ahmad Subardjo","Wikana","A","Naskah Proklamasi diketik oleh Sayuti Melik.",""
304,"Sejarah","mudah","Peristiwa Sumpah Pemuda terjadi pada tahun berapa?","1928","1908","1945","1950","A","Sumpah Pemuda terjadi pada 28 Oktober 1928.",""
305,"Sejarah","mudah","Budi Utomo berdiri pada tahun berapa?","1908","1928","1945","1912","A","Budi Utomo berdiri pada 20 Mei 1908.",""
306,"Sejarah","mudah","Hari Pahlawan berkaitan erat dengan pertempuran di kota apa?","Surabaya","Bandung","Jakarta","Medan","A","Hari Pahlawan berkaitan dengan Pertempuran Surabaya.",""
307,"Sejarah","mudah","Tokoh pendidikan nasional Indonesia adalah siapa?","Ki Hajar Dewantara","Cut Nyak Dien","R.A. Kartini","Dewi Sartika","A","Ki Hajar Dewantara dikenal sebagai Bapak Pendidikan Nasional.",""
308,"Sejarah","mudah","R.A. Kartini dikenal sebagai tokoh perjuangan dalam bidang apa?","Emansipasi perempuan","Kelautan","Pertanian","Kedokteran","A","Kartini dikenal karena perjuangannya dalam pendidikan dan emansipasi perempuan.",""
309,"Sejarah","mudah","Jenderal Soedirman dikenal sebagai tokoh perjuangan dalam bidang apa?","Militer","Sastra","Ekonomi","Musik","A","Jenderal Soedirman adalah tokoh militer dalam perjuangan kemerdekaan.",""
310,"Sejarah","mudah","Pancasila diperingati hari lahirnya setiap tanggal berapa?","1 Juni","17 Agustus","10 November","28 Oktober","A","Hari Lahir Pancasila diperingati pada 1 Juni.",""
311,"Sejarah","mudah","Kerajaan Majapahit mencapai puncak kejayaan pada masa siapa?","Hayam Wuruk","Ken Arok","Sultan Agung","Balaputradewa","A","Majapahit mencapai puncak kejayaan pada masa Hayam Wuruk dengan Patih Gajah Mada.",""
312,"Sejarah","mudah","Patih Majapahit yang terkenal dengan Sumpah Palapa adalah siapa?","Gajah Mada","Mpu Tantular","Ken Arok","Airlangga","A","Gajah Mada dikenal dengan Sumpah Palapa.",""
313,"Sejarah","mudah","Kitab Sutasoma ditulis oleh siapa?","Mpu Tantular","Mpu Prapanca","Gajah Mada","Empu Sedah","A","Kitab Sutasoma ditulis oleh Mpu Tantular.",""
314,"Sejarah","mudah","Semboyan Bhinneka Tunggal Ika berasal dari kitab apa?","Sutasoma","Negarakertagama","Pararaton","Arjunawiwaha","A","Bhinneka Tunggal Ika berasal dari Kitab Sutasoma.",""
315,"Sejarah","mudah","Kerajaan Sriwijaya bercorak agama apa?","Buddha","Hindu","Islam","Kristen","A","Sriwijaya dikenal sebagai kerajaan maritim bercorak Buddha.",""
316,"Sejarah","mudah","Kerajaan Samudra Pasai dikenal sebagai kerajaan bercorak apa?","Islam","Hindu","Buddha","Animisme","A","Samudra Pasai dikenal sebagai salah satu kerajaan Islam awal di Nusantara.",""
317,"Sejarah","mudah","Candi Borobudur bercorak agama apa?","Buddha","Hindu","Islam","Katolik","A","Borobudur adalah candi Buddha.",""
318,"Sejarah","mudah","Candi Prambanan bercorak agama apa?","Hindu","Buddha","Islam","Konghucu","A","Prambanan adalah kompleks candi Hindu.",""
319,"Sejarah","mudah","VOC adalah kongsi dagang dari negara apa?","Belanda","Inggris","Portugis","Spanyol","A","VOC merupakan kongsi dagang Belanda.",""
320,"Sejarah","mudah","Romusha adalah kerja paksa pada masa pendudukan negara apa?","Jepang","Belanda","Inggris","Portugis","A","Romusha adalah kerja paksa pada masa pendudukan Jepang.",""
321,"Sejarah","sedang","BPUPKI dibentuk untuk membahas apa?","Persiapan kemerdekaan Indonesia","Perdagangan bebas","Olahraga nasional","Perluasan wilayah","A","BPUPKI dibentuk untuk menyelidiki persiapan kemerdekaan Indonesia.",""
322,"Sejarah","sedang","PPKI berperan penting setelah proklamasi untuk apa?","Mengesahkan UUD 1945 dan membentuk pemerintahan awal","Membentuk kerajaan baru","Mengatur perdagangan VOC","Mendirikan sekolah kolonial","A","PPKI mengesahkan UUD 1945 dan menetapkan struktur pemerintahan awal Indonesia.",""
323,"Sejarah","sedang","Peristiwa Rengasdengklok berkaitan dengan apa?","Desakan agar proklamasi segera dilakukan","Perjanjian perdagangan","Pembangunan candi","Perang antarkerajaan","A","Rengasdengklok berkaitan dengan desakan pemuda agar proklamasi segera dilaksanakan.",""
324,"Sejarah","sedang","Tokoh yang mendampingi Soekarno saat membaca Proklamasi adalah siapa?","Mohammad Hatta","Ki Hajar Dewantara","Tan Malaka","Sudirman","A","Mohammad Hatta mendampingi Soekarno saat pembacaan Proklamasi.",""
325,"Sejarah","sedang","Konferensi Asia Afrika di Bandung berlangsung pada tahun berapa?","1955","1945","1965","1975","A","Konferensi Asia Afrika diselenggarakan di Bandung pada 1955.",""
326,"Sejarah","sedang","Tanam Paksa pada masa kolonial Belanda disebut juga apa?","Cultuurstelsel","Romusha","Devide et Impera","Apartheid","A","Tanam Paksa dikenal dengan istilah Cultuurstelsel.",""
327,"Sejarah","sedang","Politik adu domba pada masa kolonial dikenal dengan istilah apa?","Devide et Impera","Cultuurstelsel","Romusha","Etische Politiek","A","Devide et Impera berarti politik memecah belah untuk menguasai.",""
328,"Sejarah","sedang","Sarekat Islam awalnya berkembang dari bidang apa?","Perdagangan","Militer","Pertanian","Pertambangan","A","Sarekat Islam berkembang dari organisasi pedagang muslim.",""
329,"Sejarah","sedang","Organisasi Muhammadiyah didirikan oleh siapa?","K.H. Ahmad Dahlan","Hasyim Asy'ari","Soekarno","Sutan Sjahrir","A","Muhammadiyah didirikan oleh K.H. Ahmad Dahlan.",""
330,"Sejarah","sedang","Nahdlatul Ulama didirikan oleh siapa?","K.H. Hasyim Asy'ari","K.H. Ahmad Dahlan","Mohammad Hatta","Tan Malaka","A","Nahdlatul Ulama didirikan oleh K.H. Hasyim Asy'ari.",""
331,"Sejarah","sedang","Boedi Oetomo sering dikaitkan dengan peringatan hari apa?","Hari Kebangkitan Nasional","Hari Pahlawan","Hari Guru","Hari Lahir Pancasila","A","Tanggal berdirinya Boedi Oetomo diperingati sebagai Hari Kebangkitan Nasional.",""
332,"Sejarah","sedang","Isi utama Sumpah Pemuda menegaskan persatuan apa?","Tanah air, bangsa, dan bahasa Indonesia","Kerajaan dan perdagangan","Suku dan wilayah asing","Bahasa daerah saja","A","Sumpah Pemuda menegaskan satu tanah air, satu bangsa, dan satu bahasa Indonesia.",""
333,"Sejarah","sedang","Kerajaan Kutai dikenal sebagai kerajaan Hindu tertua di wilayah mana?","Kalimantan Timur","Jawa Tengah","Sumatra Barat","Bali","A","Kerajaan Kutai berada di wilayah Kalimantan Timur.",""
334,"Sejarah","sedang","Prasasti Yupa berkaitan dengan kerajaan apa?","Kutai","Majapahit","Sriwijaya","Mataram Islam","A","Prasasti Yupa merupakan peninggalan Kerajaan Kutai.",""
335,"Sejarah","sedang","Kerajaan Tarumanegara berada di wilayah sekitar apa?","Jawa Barat","Bali","Sulawesi Selatan","Papua","A","Tarumanegara berkembang di wilayah Jawa Barat.",""
336,"Sejarah","sedang","Raja terkenal dari Kerajaan Tarumanegara adalah siapa?","Purnawarman","Hayam Wuruk","Ken Arok","Sultan Agung","A","Purnawarman adalah raja terkenal dari Kerajaan Tarumanegara.",""
337,"Sejarah","sedang","Kerajaan Mataram Islam mencapai kejayaan pada masa siapa?","Sultan Agung","Hayam Wuruk","Airlangga","Balaputradewa","A","Mataram Islam mencapai kejayaan pada masa Sultan Agung.",""
338,"Sejarah","sedang","Kerajaan Singasari didirikan oleh siapa?","Ken Arok","Gajah Mada","Hayam Wuruk","Sultan Agung","A","Ken Arok dikenal sebagai pendiri Kerajaan Singasari.",""
339,"Sejarah","sedang","Raja terkenal dari Kerajaan Sriwijaya adalah siapa?","Balaputradewa","Ken Arok","Purnawarman","Sultan Agung","A","Balaputradewa adalah salah satu raja terkenal Kerajaan Sriwijaya.",""
340,"Sejarah","sedang","Kitab Negarakertagama ditulis oleh siapa?","Mpu Prapanca","Mpu Tantular","Empu Sedah","Ken Arok","A","Kitab Negarakertagama ditulis oleh Mpu Prapanca.",""
341,"Sejarah","sulit","Agresi Militer Belanda I terjadi pada tahun berapa?","1947","1945","1949","1955","A","Agresi Militer Belanda I terjadi pada tahun 1947.",""
342,"Sejarah","sulit","Agresi Militer Belanda II terjadi pada tahun berapa?","1948","1945","1950","1955","A","Agresi Militer Belanda II terjadi pada tahun 1948.",""
343,"Sejarah","sulit","Konferensi Meja Bundar berlangsung di kota apa?","Den Haag","Jakarta","Bandung","Surabaya","A","Konferensi Meja Bundar berlangsung di Den Haag, Belanda.",""
344,"Sejarah","sulit","Pengakuan kedaulatan Indonesia oleh Belanda terjadi pada tahun berapa?","1949","1945","1955","1965","A","Belanda mengakui kedaulatan Indonesia pada tahun 1949 setelah KMB.",""
345,"Sejarah","sulit","Perjanjian Linggarjati dilakukan antara Indonesia dan negara apa?","Belanda","Jepang","Inggris","Portugis","A","Perjanjian Linggarjati adalah perundingan antara Indonesia dan Belanda.",""
346,"Sejarah","sulit","Perjanjian Renville dilakukan di atas kapal milik negara apa?","Amerika Serikat","Belanda","Jepang","Australia","A","Perjanjian Renville dilakukan di atas kapal USS Renville milik Amerika Serikat.",""
347,"Sejarah","sulit","Pertempuran Ambarawa dipimpin oleh tokoh siapa?","Soedirman","Soekarno","Mohammad Hatta","Sutan Sjahrir","A","Pertempuran Ambarawa dipimpin oleh Kolonel Soedirman.",""
348,"Sejarah","sulit","Bandung Lautan Api terjadi pada tahun berapa?","1946","1945","1947","1949","A","Peristiwa Bandung Lautan Api terjadi pada tahun 1946.",""
349,"Sejarah","sulit","Perang Diponegoro berlangsung pada abad ke berapa?","Abad ke-19","Abad ke-16","Abad ke-17","Abad ke-20","A","Perang Diponegoro berlangsung tahun 1825-1830, yaitu abad ke-19.",""
350,"Sejarah","sulit","Perang Padri terjadi terutama di wilayah mana?","Sumatra Barat","Jawa Timur","Kalimantan Barat","Sulawesi Utara","A","Perang Padri terjadi terutama di wilayah Sumatra Barat.",""
351,"Seni Budaya","mudah","Alat musik tradisional dari Jawa Barat yang terbuat dari bambu adalah apa?","Angklung","Sasando","Kolintang","Tifa","A","Angklung adalah alat musik bambu dari Jawa Barat.",""
352,"Seni Budaya","mudah","Alat musik tradisional dari Nusa Tenggara Timur adalah apa?","Sasando","Angklung","Gamelan","Rebab","A","Sasando berasal dari Nusa Tenggara Timur.",""
353,"Seni Budaya","mudah","Alat musik pukul dari Papua dan Maluku dikenal sebagai apa?","Tifa","Suling","Kecapi","Gong","A","Tifa adalah alat musik pukul dari Papua dan Maluku.",""
354,"Seni Budaya","mudah","Kumpulan alat musik tradisional Jawa dan Bali disebut apa?","Gamelan","Orkestra","Band","Paduan suara","A","Gamelan adalah ansambel musik tradisional Jawa dan Bali.",""
355,"Seni Budaya","mudah","Tari Saman berasal dari daerah mana?","Aceh","Bali","Papua","Jawa Barat","A","Tari Saman berasal dari Aceh.",""
356,"Seni Budaya","mudah","Tari Kecak berasal dari daerah mana?","Bali","Aceh","Sumatra Barat","Sulawesi Selatan","A","Tari Kecak adalah tarian terkenal dari Bali.",""
357,"Seni Budaya","mudah","Tari Piring berasal dari daerah mana?","Sumatra Barat","Jawa Tengah","Kalimantan Barat","Maluku","A","Tari Piring berasal dari Sumatra Barat.",""
358,"Seni Budaya","mudah","Batik dikenal sebagai warisan budaya dari negara mana?","Indonesia","Malaysia","Jepang","India","A","Batik adalah salah satu warisan budaya Indonesia.",""
359,"Seni Budaya","mudah","Seni melipat kertas dari Jepang disebut apa?","Origami","Kaligrafi","Mozaik","Kolase","A","Origami adalah seni melipat kertas dari Jepang.",""
360,"Seni Budaya","mudah","Seni menulis indah huruf disebut apa?","Kaligrafi","Patung","Grafiti","Teater","A","Kaligrafi adalah seni menulis indah.",""
361,"Seni Budaya","mudah","Karya seni tiga dimensi yang dibentuk dari bahan tertentu disebut apa?","Patung","Puisi","Lagu","Poster","A","Patung memiliki volume dan dapat dilihat dari berbagai sisi.",""
362,"Seni Budaya","mudah","Karya seni dua dimensi pada permukaan datar disebut apa?","Lukisan","Patung","Relief","Instalasi","A","Lukisan adalah karya seni dua dimensi.",""
363,"Seni Budaya","mudah","Seni pertunjukan yang memadukan peran dan dialog disebut apa?","Teater","Arsitektur","Fotografi","Keramik","A","Teater adalah seni pertunjukan dengan akting dan dialog.",""
364,"Seni Budaya","mudah","Orang yang menciptakan lagu disebut apa?","Komposer","Kurator","Kritikus","Penari","A","Komposer menciptakan karya musik.",""
365,"Seni Budaya","mudah","Orang yang memimpin orkestra disebut apa?","Konduktor","Sutradara","Pelukis","Pematung","A","Konduktor memimpin jalannya orkestra.",""
366,"Seni Budaya","mudah","Nada do, re, mi, fa, sol, la, si termasuk unsur apa?","Tangga nada","Warna primer","Pola lantai","Tekstur","A","Tangga nada adalah susunan nada dalam musik.",""
367,"Seni Budaya","mudah","Warna merah, kuning, dan biru sering disebut warna apa?","Primer","Sekunder","Netral","Komplementer","A","Merah, kuning, dan biru dikenal sebagai warna primer dalam teori warna dasar.",""
368,"Seni Budaya","mudah","Campuran merah dan kuning menghasilkan warna apa?","Oranye","Hijau","Ungu","Biru","A","Merah dicampur kuning menghasilkan warna oranye.",""
369,"Seni Budaya","mudah","Campuran biru dan kuning menghasilkan warna apa?","Hijau","Oranye","Ungu","Merah","A","Biru dicampur kuning menghasilkan warna hijau.",""
370,"Seni Budaya","mudah","Campuran merah dan biru menghasilkan warna apa?","Ungu","Hijau","Kuning","Oranye","A","Merah dicampur biru menghasilkan warna ungu.",""
371,"Seni Budaya","sedang","Pola gerak dalam tarian disebut apa?","Koreografi","Intonasi","Perspektif","Komposisi warna","A","Koreografi adalah susunan gerak dalam tari.",""
372,"Seni Budaya","sedang","Pemimpin proses pementasan film atau drama disebut apa?","Sutradara","Komposer","Kurator","Penonton","A","Sutradara mengarahkan proses pementasan atau produksi film.",""
373,"Seni Budaya","sedang","Tempat memamerkan karya seni disebut apa?","Galeri","Terminal","Laboratorium","Kantor pos","A","Galeri digunakan untuk memamerkan karya seni.",""
374,"Seni Budaya","sedang","Teknik menempel potongan bahan menjadi gambar disebut apa?","Kolase","Ukir","Anyam","Pahat","A","Kolase dibuat dengan menempel potongan bahan pada bidang.",""
375,"Seni Budaya","sedang","Seni membuat bentuk dengan memahat bahan disebut apa?","Seni pahat","Seni suara","Seni tari","Seni sastra","A","Seni pahat membuat bentuk dengan mengurangi atau memahat bahan.",""
376,"Seni Budaya","sedang","Teknik membuat karya dengan menyusun kepingan kecil disebut apa?","Mozaik","Drama","Vokal","Dirigen","A","Mozaik dibuat dari susunan kepingan kecil seperti keramik, kaca, atau kertas.",""
377,"Seni Budaya","sedang","Garis, warna, bentuk, dan tekstur termasuk unsur apa?","Unsur rupa","Unsur cerita","Unsur bunyi","Unsur olahraga","A","Garis, warna, bentuk, dan tekstur termasuk unsur seni rupa.",""
378,"Seni Budaya","sedang","Tinggi rendahnya bunyi dalam musik disebut apa?","Nada","Tempo","Irama","Dinamika","A","Nada menunjukkan tinggi rendahnya bunyi.",""
379,"Seni Budaya","sedang","Cepat lambatnya lagu disebut apa?","Tempo","Nada","Warna","Tekstur","A","Tempo menunjukkan cepat lambatnya suatu lagu.",""
380,"Seni Budaya","sedang","Keras lembutnya bunyi dalam musik disebut apa?","Dinamika","Tempo","Rima","Perspektif","A","Dinamika menunjukkan keras lembutnya bunyi dalam musik.",""
381,"Seni Budaya","sedang","Pengulangan bunyi dalam puisi atau lagu disebut apa?","Rima","Sketsa","Laras","Motif","A","Rima adalah persamaan atau pengulangan bunyi.",""
382,"Seni Budaya","sedang","Gambar rancangan awal sebelum lukisan disebut apa?","Sketsa","Kolase","Mozaik","Relief","A","Sketsa adalah gambar awal atau rancangan kasar.",""
383,"Seni Budaya","sedang","Kain tradisional Indonesia yang dibuat dengan teknik celup rintang disebut apa?","Batik","Songket","Tenun","Ulos","A","Batik dibuat dengan teknik perintang warna menggunakan malam.",""
384,"Seni Budaya","sedang","Kain tradisional Sumatra Utara yang terkenal adalah apa?","Ulos","Batik","Endek","Sasirangan","A","Ulos adalah kain tradisional Batak dari Sumatra Utara.",""
385,"Seni Budaya","sedang","Rumah adat Minangkabau disebut apa?","Rumah Gadang","Joglo","Honai","Tongkonan","A","Rumah Gadang adalah rumah adat Minangkabau.",""
386,"Seni Budaya","sedang","Rumah adat Jawa dikenal dengan nama apa?","Joglo","Honai","Tongkonan","Baileo","A","Joglo adalah salah satu rumah adat Jawa.",""
387,"Seni Budaya","sedang","Rumah adat Papua yang terkenal disebut apa?","Honai","Joglo","Rumah Gadang","Limas","A","Honai adalah rumah adat Papua.",""
388,"Seni Budaya","sedang","Rumah adat Toraja disebut apa?","Tongkonan","Honai","Joglo","Baileo","A","Tongkonan adalah rumah adat Toraja.",""
389,"Seni Budaya","sedang","Senjata tradisional dari Jawa yang terkenal adalah apa?","Keris","Rencong","Mandau","Kujang","A","Keris dikenal sebagai senjata tradisional dari Jawa.",""
390,"Seni Budaya","sedang","Senjata tradisional Aceh disebut apa?","Rencong","Keris","Mandau","Badik","A","Rencong adalah senjata tradisional Aceh.",""
391,"Seni Budaya","sulit","Senjata tradisional Kalimantan yang terkenal adalah apa?","Mandau","Keris","Rencong","Kujang","A","Mandau adalah senjata tradisional masyarakat Dayak di Kalimantan.",""
392,"Seni Budaya","sulit","Wayang kulit banyak berkembang di daerah mana?","Jawa","Papua","Maluku","NTT","A","Wayang kulit banyak berkembang dalam budaya Jawa.",""
393,"Seni Budaya","sulit","Dalang dalam pertunjukan wayang bertugas apa?","Memainkan dan menuturkan cerita wayang","Membuat kostum tari","Mengecat panggung","Menjual tiket","A","Dalang memainkan wayang sekaligus membawakan cerita.",""
